Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02 00:00:00+00:00,0.0534064460396558,0.0492395184505558,0.0546615064737723,0.0572891060057806,0.0572891060057806,0.0742788870530498
2018-01-03 00:00:00+00:00,0.063293446568186,0.0568276517065498,0.0648217677476146,0.0638600085108621,0.0638600085108621,0.0563158113631293
2018-01-04 00:00:00+00:00,0.0701894151215917,0.0582254557044165,0.0689995055000717,0.0648175812686062,0.0648175812686062,0.0369439707811726
2018-01-05 00:00:00+00:00,0.0719341858866851,0.0631677148461562,0.0716565405909015,0.0720158651095867,0.0720158651095867,0.0445330016220078
2018-01-08 00:00:00+00:00,0.076537051055203,0.0672945756267062,0.0764191718282577,0.0754168846193727,0.0754168846193727,0.0335456941172912
2018-01-09 00:00:00+00:00,0.0800099595418966,0.0680933171409822,0.0766698258938501,0.0708931840449247,0.0708931840449247,0.0376721729234329
2018-01-10 00:00:00+00:00,0.0724659361734846,0.069191602592821,0.0738623983636649,0.0761928483163033,0.0761928483163033,0.0363533935505336
2018-01-11 00:00:00+00:00,0.0836324132885339,0.0760308887006755,0.0846242548938165,0.0839854867934012,0.0839854867934012,0.0492689621796156
2018-01-12 00:00:00+00:00,0.0884346721369772,0.0840183800180401,0.0890526467118661,0.0905728900523781,0.0905728900523781,0.0533515824974384
2018-01-16 00:00:00+00:00,0.1001661656258126,0.0898758770363122,0.091057955733268,0.091068189781141,0.091068189781141,0.093555448850038
2018-01-17 00:00:00+00:00,0.0947823080705885,0.0816886812967274,0.0895874093836467,0.0844147331226006,0.0844147331226006,0.0603364248526392
2018-01-18 00:00:00+00:00,0.0936855921205013,0.0807401805094374,0.0899717541171842,0.0890870160580802,0.0890870160580802,0.0535474333332073
2018-01-19 00:00:00+00:00,0.0976902508939944,0.0855826001358346,0.0932303844643233,0.0893016518186753,0.0893016518186753,0.0711157826282577
2018-01-22 00:00:00+00:00,0.0964439896839633,0.0927380362450958,0.0977423361371995,0.1010566377418947,0.1010566377418947,0.1252182526929489
2018-01-23 00:00:00+00:00,0.15136257207705,0.1425266974215709,0.1425611189850258,0.1385504316949907,0.1385504316949907,0.200851459618053
2018-01-24 00:00:00+00:00,0.1444333627919071,0.1491829359541189,0.1447168204457832,0.1567277377622599,0.1567277377622599,0.1225648141496557
2018-01-25 00:00:00+00:00,0.1645729358323298,0.1668053213750714,0.1629652013875372,0.1705960293996577,0.1705960293996577,0.1073202085546737
2018-01-26 00:00:00+00:00,0.1786805965025222,0.1706326890011285,0.17721964055901,0.1786858325988188,0.1786858325988188,0.0746940303304132
2018-01-29 00:00:00+00:00,0.1831837901863268,0.1909508429024717,0.1858424973998146,0.1951791296650906,0.1951791296650906,0.1239055227667144
2018-01-30 00:00:00+00:00,0.1878364784195769,0.1841615019438235,0.1838037593367045,0.1856199280335363,0.1856199280335363,0.0857425884826097
2018-01-31 00:00:00+00:00,0.1960451896464882,0.1834293116425977,0.1785898997835067,0.1715865784732021,0.1715865784732021,0.0797853958795706
2018-02-01 00:00:00+00:00,0.1702392762191976,0.1662229411299294,0.1682291407560782,0.1629519732835915,0.1629519732835915,0.0644644160204471
2018-02-02 00:00:00+00:00,0.1645729358323298,0.164009713379338,0.1671094845993985,0.1668482673301498,0.1668482673301498,0.0603402057568046
2018-02-05 00:00:00+00:00,0.162911254218955,0.1594834691458826,0.1459200109584019,0.1451048334461767,0.1451048334461767,0.0813053193540703
2018-02-06 00:00:00+00:00,0.1391492020766456,0.1574866280559601,0.1375144046403691,0.1640251017025856,0.1640251017025856,0.086596316643162
2018-02-07 00:00:00+00:00,0.1705217336955922,0.1670549709464979,0.1698166505033467,0.1621099561870974,0.1621099561870974,0.0592656727929917
2018-02-08 00:00:00+00:00,0.1713525745022796,0.159017534479927,0.1458698801452834,0.1382367662190318,0.1382367662190318,0.0617247728621822
2018-02-09 00:00:00+00:00,0.1493685592120501,0.1393483628198457,0.122658370212587,0.1371966393078288,0.1371966393078288,0.1191960285382646
2018-02-12 00:00:00+00:00,0.1465270724968695,0.1449229473559338,0.1441987850443006,0.1511969873603721,0.1511969873603721,0.0558885691924366
2018-02-13 00:00:00+00:00,0.1550847480188993,0.1486837383774057,0.1537240220201253,0.1517252634049353,0.1517252634049353,0.0431869997391176
2018-02-14 00:00:00+00:00,0.1603688833789115,0.162778325501399,0.1631322700994152,0.1644873747315667,0.1644873747315667,0.0743174522755371
2018-02-15 00:00:00+00:00,0.1762545555459346,0.1804506306800229,0.1753312949352554,0.1880468740316828,0.1880468740316828,0.0727120803668989
2018-02-16 00:00:00+00:00,0.1907112058664947,0.1828801435251433,0.1888003173693552,0.1851576550045552,0.1851576550045552,0.0542060668388238
2018-02-20 00:00:00+00:00,0.1890661065861147,0.1892867832693347,0.1903376963035052,0.1852071824582324,0.1852071824582324,0.050096980191843
2018-02-21 00:00:00+00:00,0.1962612163699067,0.1906679812033577,0.1960194604450672,0.189318162649367,0.189318162649367,0.0622117533186886
2018-02-22 00:00:00+00:00,0.1992688560332752,0.1871068692125709,0.1867281757634245,0.1845303240526375,0.1845303240526375,0.0585851100432157
2018-02-23 00:00:00+00:00,0.194483204873076,0.1896029586622764,0.1923430308237947,0.197391439902642,0.197391439902642,0.0465641033396726
2018-02-26 00:00:00+00:00,0.2073612373767307,0.2056611239654346,0.2077171261519473,0.2109790423798813,0.2109790423798813,0.0689984762956213
2018-02-27 00:00:00+00:00,0.2173645424334675,0.2085066517188393,0.2136996241744448,0.2051180249801764,0.2051180249801764,0.0625550594169089
2018-02-28 00:00:00+00:00,0.2145895625370107,0.2058275400853623,0.2140171363234536,0.2063893135978606,0.2063893135978606,0.0492235913296305
2018-03-01 00:00:00+00:00,0.2140079638302299,0.2049955102687938,0.2024030049725125,0.204754857242531,0.204754857242531,0.0815775444539807
2018-03-02 00:00:00+00:00,0.2005483326197943,0.2148633717053595,0.2014003887101431,0.2223542842355878,0.2223542842355878,0.0922638919871298
2018-03-05 00:00:00+00:00,0.230790958267415,0.2410390480165097,0.2254140171516228,0.2453855074911407,0.2453855074911407,0.1349185404197559
2018-03-06 00:00:00+00:00,0.2590893941147677,0.2558159056840576,0.2569977043606438,0.2622585486249253,0.2622585486249253,0.1314378400450683
2018-03-07 00:00:00+00:00,0.259288787794693,0.2524045529662848,0.2537390485146171,0.2555555645127078,0.2555555645127078,0.1208997039552038
2018-03-08 00:00:00+00:00,0.2629445076283169,0.2510400626622455,0.2530372171309585,0.2486874720935723,0.2486874720935723,0.0771009539221209
2018-03-09 00:00:00+00:00,0.2614988020278621,0.2652178324546678,0.263230907446509,0.2725276605538469,0.2725276605538469,0.1009970244284218
2018-03-12 00:00:00+00:00,0.2818211864152152,0.2694445581420953,0.2605070142722628,0.2557866758352077,0.2557866758352077,0.1453772775221466
2018-03-13 00:00:00+00:00,0.2657194875247737,0.2558990883524865,0.251616776095568,0.2468383799776476,0.2468383799776476,0.0890266818406954
2018-03-14 00:00:00+00:00,0.2562312997113432,0.2526375456907975,0.2590030388809333,0.2561994214105116,0.2561994214105116,0.0705599897159406
2018-03-15 00:00:00+00:00,0.2645563408217104,0.2518387787849866,0.2597383248051879,0.2554399836594672,0.2554399836594672,0.0340198194996351
2018-03-16 00:00:00+00:00,0.2616483979983045,0.2530202469052544,0.2601226440398377,0.2510814165839278,0.2510814165839278,0.0468053250254265
2018-03-19 00:00:00+00:00,0.2523097047343194,0.2411888072895237,0.2416904671159078,0.242876032531526,0.242876032531526,0.0664017513148094
2018-03-20 00:00:00+00:00,0.2480890699479063,0.2453489563723663,0.2508146320878971,0.2495129632441802,0.2495129632441802,0.0366588906070997
2018-03-21 00:00:00+00:00,0.2532236600479747,0.2451825402524385,0.253672241428976,0.2478289794351734,0.2478289794351734,0.0311538941422451
2018-03-22 00:00:00+00:00,0.2477733463845253,0.2363963074207979,0.2388830395857226,0.2316823745446421,0.2316823745446421,0.0523224203836105
2018-03-23 00:00:00+00:00,0.2383682223675641,0.2284920241633972,0.2300262049518482,0.2221727003667651,0.2221727003667651,0.0634125684816267
2018-03-26 00:00:00+00:00,0.2416084710873459,0.2478949655797431,0.2327668253963922,0.2542182728794415,0.2542182728794415,0.0820025180821741
2018-03-27 00:00:00+00:00,0.2634263587846367,0.2510067489684181,0.2244113498914779,0.2217599547914612,0.2217599547914612,0.0826097312911409
2018-03-28 00:00:00+00:00,0.2233798724707029,0.2109029016532022,0.1986931718084196,0.1971272766883697,0.1971272766883697,0.1348187245497888
2018-03-29 00:00:00+00:00,0.2044532945533248,0.2051619263887215,0.1891512330611845,0.2129437153490466,0.2129437153490466,0.1361238926676925
2018-04-02 00:00:00+00:00,0.2126620057802362,0.2010350402166365,0.187730792025794,0.1880799259234552,0.1880799259234552,0.0927213813911458
